Date,VIX,Returns,Unemployment,MarketRegime
2020-01-01,58.80218072241615,0.007950712295168489,5.99939252771238,bull
2020-01-02,12.35454169814402,1.6177941465928252e-05,6.007594843797607,sideways
2020-01-03,66.47223063423866,0.010218563659803573,6.0155126923953075,bull
2020-01-04,80.0,0.025389160578081094,6.022679048905822,bull
2020-01-05,26.179431886216967,0.002065531494766179,6.0314162651655705,sideways
2020-01-06,28.033035831253866,-0.002598948055284472,6.04058275056965,sideways
2020-01-07,80.0,0.023668402621553977,6.04966608352072,bull
2020-01-08,80.0,0.016745201461604426,6.059039182499315,bull
2020-01-09,34.57407370309046,-0.0031930754967033955,6.067898886316285,sideways
2020-01-10,54.617120188789364,0.007999785554448791,6.075881185093577,bull
2020-01-11,40.69605729078224,-0.004851308281297175,6.085213010716607,sideways
2020-01-12,49.694493883324114,-0.007456207959813288,6.092322276007647,bear
2020-01-13,26.278089654003253,0.002638192481527854,6.099860499637823,sideways
2020-01-14,80.0,-0.027671565173561397,6.107304806134173,bear
2020-01-15,80.0,-0.03090808052240777,6.1167604886942035,bear
2020-01-16,80.0,-0.014115929043096144,6.126043541763463,bear
2020-01-17,80.0,-0.017515652613635583,6.1348332782094674,bear
2020-01-18,23.55148014185666,0.0017105794662019905,6.144167345747931,sideways
2020-01-19,76.39041072994938,-0.012778245239577764,6.1515074588533585,bear
2020-01-20,80.0,-0.023240204567944924,6.160030272491257,bear
2020-01-21,80.0,0.017836690620234325,6.168031717013748,bull
2020-01-22,17.49928741807799,0.0006806936167488304,6.176955210408763,sideways
2020-01-23,22.305224672824114,0.0016490617936686235,6.18486419653336,sideways
2020-01-24,80.0,-0.020541410434468124,6.192448685321418,bear
2020-01-25,72.99667530177562,-0.011774022954771365,6.200901885321162,bear
2020-01-26,15.822563497279765,-0.00019096574530628194,6.209630861191525,sideways
2020-01-27,80.0,-0.016803096810395796,6.216753510965735,bear
2020-01-28,28.380203164037603,0.002774850913105919,6.224419309889373,sideways
2020-01-29,54.056370526762,-0.00795461016616089,6.231021333836951,bear
2020-01-30,41.03655778938633,-0.005466328280131329,6.236115057425927,bear
2020-01-31,64.58270814033597,-0.00961886483946722,6.243836372079436,bear
2020-02-01,80.0,0.026360399799740624,6.251892974281754,bull
2020-02-02,41.54936186775273,0.005569621588879116,6.259527372847563,bull
2020-02-03,80.0,-0.01425173961656268,6.264872593216183,bear
2020-02-04,67.77833480020378,0.0099878257582353,6.271736814600766,bull
2020-02-05,80.0,-0.015815089597918275,6.276651688402464,bear
2020-02-06,13.616600124717149,0.0004699360054876761,6.285070648091461,sideways
2020-02-07,80.0,-0.0288010646570991,6.290947800262824,bear
2020-02-08,80.0,-0.025183003664896276,6.2990782954494655,bear
2020-02-09,24.499662173037557,-0.0015836821949424033,6.30680910425602,sideways
2020-02-10,67.3611036692897,0.011260262260942676,6.312601290128138,bull
2020-02-11,43.398078026789086,0.005322576670038093,6.318067135249273,bull
2020-02-12,13.428700650518383,-0.00017020890181598932,6.324920034069308,sideways
2020-02-13,36.714514309145706,-0.00405059721420253,6.330480210327458,sideways
2020-02-14,80.0,-0.022487949298351916,6.336887269164977,bear
2020-02-15,80.0,-0.014795252985591012,6.342607221488161,bear
2020-02-16,61.02908818172151,-0.009368632161515015,6.346925210688759,bear
2020-02-17,80.0,0.014483106960980733,6.350688450676703,bull
2020-02-18,57.96626758484581,0.008550895735723069,6.356801627259235,bull
2020-02-19,80.0,-0.024235423183296394,6.362017601879188,bear
2020-02-20,21.523755690344203,0.0005141749042626466,6.367131372453278,sideways
2020-02-21,37.738512903539,-0.005173399225392219,6.37338174549506,bear
2020-02-22,71.67697439827636,-0.010688509849667823,6.379995699865111,bear
2020-02-23,52.895923688443695,0.007537442362679454,6.38504805798675,bull
2020-02-24,80.0,0.017472481309975155,6.389915174988789,bull
2020-02-25,80.0,0.01796369804873801,6.395504303438245,bull
2020-02-26,57.0993754114058,-0.008495523238591974,6.3991161150160725,bear
2020-02-27,46.02975165128199,-0.005837290285486614,6.404186304602517,bear
2020-02-28,36.25236882902562,0.004301493413956137,6.409462080208675,sideways
2020-02-29,80.0,0.015993475589626615,6.414741653363618,bull
2020-03-01,29.542240868667005,-0.003488918449754025,6.417278334035252,sideways
2020-03-02,29.889163803848202,-0.0029826683399080617,6.4208631769923405,sideways
2020-03-03,80.0,-0.016691558278072033,6.42420258894684,bear
2020-03-04,80.0,-0.02078141101682447,6.42839037830081,bear
2020-03-05,59.43180044293497,0.008531605132548074,6.43282804113867,bull
2020-03-06,80.0,0.022549921455071956,6.438149513142463,bull
2020-03-07,29.44073462329265,0.003929832467309383,6.441346019237291,sideways
2020-03-08,80.0,0.016338959961842238,6.444405534430331,bull
2020-03-09,61.83513894388182,0.009192332368082961,6.44897685621486,bull
2020-03-10,52.50023873722475,-0.007338329845460271,6.452558631084671,bear
2020-03-11,39.73790495131508,0.004453268113534155,6.4569740552177235,sideways
2020-03-12,80.0,0.02446120211969637,6.460272197780219,bull
2020-03-13,40.6346813973509,0.004854849837290001,6.461985245904129,sideways
2020-03-14,80.0,0.024940624804668094,6.463382181983357,bull
2020-03-15,80.0,-0.033808051600412545,6.464419824882674,bear
2020-03-16,45.97393987956719,0.006066927245545848,6.467529355357629,bull
2020-03-17,29.087097701393347,0.003019091472681738,6.4710230290719934,sideways
2020-03-18,31.743414466055036,-0.003381291962451665,6.475034383311706,sideways
2020-03-19,21.69611924478768,0.0012001532555422014,6.477895755304487,sideways
2020-03-20,80.0,-0.02907350306790495,6.4809325370486395,bear
2020-03-21,56.69747849739512,-0.00860977893114367,6.482081585098962,bear
2020-03-22,35.74196876721335,0.004134732786447461,6.48250884252246,sideways
2020-03-23,80.0,0.02349535722841223,6.484796734675824,bull
2020-03-24,25.70325888434095,-0.0025749818284222636,6.486505941774747,sideways
2020-03-25,77.07074861132435,-0.012142400409082267,6.487758243314377,bear
2020-03-26,59.976590607605196,-0.009454835735584501,6.48914346353302,bear
2020-03-27,78.0329480938895,0.012340064618414212,6.490317193642092,bull
2020-03-28,55.42158042859844,0.007899279568578109,6.492303998982433,bull
2020-03-29,40.881122256368606,-0.00586654714278996,6.494154208590955,bear
2020-03-30,48.77338103604044,0.007025702068142349,6.495105723985355,bull
2020-03-31,34.19473707534013,0.003361303653849076,6.496210772228022,sideways
2020-04-01,80.0,0.015701935588763153,6.4968359536585965,bull
2020-04-02,48.523237927419494,-0.006890409290407655,6.496337743385836,bear
2020-04-03,44.88919207174406,-0.005793014057048055,6.496909119077058,bear
2020-04-04,49.26790656052508,-0.006540225108391976,6.495181341457037,bear
2020-04-05,80.0,-0.022760769243660172,6.495753955649512,bear
2020-04-06,15.753231146799743,0.00038965030723660515,6.493930303154135,sideways
2020-04-07,40.31353544412531,0.00449375914414566,6.4934393111141935,sideways
2020-04-08,25.855067719925387,0.0014754536784660453,6.491669926239126,sideways
2020-04-09,30.576297426233566,-0.0027237162649339946,6.491151922585221,sideways
2020-04-10,80.0,-0.02127530438374301,6.489899760478735,bear
2020-04-11,63.7071721478631,-0.010064740718228988,6.486940284386317,bear
2020-04-12,46.607440644623566,-0.006653665891547339,6.485850185025412,bear
2020-04-13,80.0,-0.012864892216633752,6.483615834081332,bear
2020-04-14,38.2981170333618,-0.004492264118316887,6.482695410295586,sideways
2020-04-15,46.11474732866635,0.005662310028554698,6.480750558982666,bull
2020-04-16,80.0,0.029925250523868893,6.479055773165555,bull
2020-04-17,57.512425882737176,0.009103717297251363,6.475864586980583,bull
2020-04-18,48.02389183690453,0.006183999320291738,6.472898888960729,bull
2020-04-19,16.10443438320037,0.0006201111275658394,6.469921840146203,sideways
2020-04-20,80.0,-0.028157546003972453,6.468118834317308,bear
2020-04-21,43.14648707516711,-0.005529217332532744,6.466995993094238,bear
2020-04-22,20.479383392612167,0.0002976096826088476,6.463250922795001,sideways
2020-04-23,80.0,0.03750815362380106,6.461249063310932,bull
2020-04-24,41.79452738348923,0.005116216253043374,6.455862781470764,bull
2020-04-25,44.86587369062353,0.006046453385612861,6.451315044002821,bull
2020-04-26,22.012081954680717,0.0011886141315439228,6.446866767564046,sideways
2020-04-27,80.0,-0.016792447737984197,6.44188984498984,bear
2020-04-28,80.0,0.01428385267012847,6.436548000805164,bull
2020-04-29,80.0,0.014635766024327306,6.433070015664594,bull
2020-04-30,80.0,0.015292632410511165,6.428833388638887,bull
2020-05-01,66.40691287727704,-0.01008228533981885,6.425059851404385,bear
2020-05-02,80.0,0.019525457596077718,6.421468228760802,bull
2020-05-03,80.0,-0.016622674422668668,6.417323866603932,bear
2020-05-04,46.56948861329082,0.0059783215224703205,6.413445073581701,bull
2020-05-05,80.0,0.034552498691643736,6.408713752328246,bull
2020-05-06,51.12112218526582,-0.0074475451386315766,6.4027411185925756,bear
2020-05-07,60.219566392896084,-0.009483974971767895,6.3988908591344,bear
2020-05-08,16.36887987104565,9.797548196103937e-05,6.393272694439133,sideways
2020-05-09,51.72057158377813,-0.007032539715350781,6.387188556871206,bear
2020-05-10,80.0,-0.024166459409062147,6.381744134643451,bear
2020-05-11,34.873221165305175,-0.0033048472597220196,6.375448416868318,sideways
2020-05-12,80.0,-0.016095525157835976,6.36953327219808,bear
2020-05-13,38.26139045098767,0.004384781427960529,6.364266433490376,sideways
2020-05-14,74.88863438729608,-0.012414407227914941,6.358892366887916,bear
2020-05-15,80.0,0.021266134629680106,6.352162308440436,bull
2020-05-16,51.368937810669216,-0.0069955724591075335,6.3457342828622245,bear
2020-05-17,45.34839039601949,-0.005730037234906641,6.340761964082603,bear
2020-05-18,72.19582017249023,0.01155675081356372,6.335107172590236,bull
2020-05-19,80.0,-0.015651614583796585,6.330928328924604,bear
2020-05-20,15.872133018151501,0.0007815761023026238,6.325753684466604,sideways
2020-05-21,80.0,0.020263456534696946,6.32044422403294,bull
2020-05-22,80.0,-0.01955955721147902,6.312505533496223,bear
2020-05-23,19.362427853769333,-0.0006424035643112407,6.306623444527492,sideways
2020-05-24,37.35013744708294,0.004269761200864105,6.299831230409542,sideways
2020-05-25,80.0,0.013081295316832477,6.2924499802368015,bull
2020-05-26,80.0,-0.015438001599804733,6.285698590111109,bear
2020-05-27,80.0,-0.02239444951622509,6.279637309451646,bear
2020-05-28,35.6488247454473,0.003850233581008446,6.273046638295576,sideways
2020-05-29,44.46602996227618,0.0057248168146994795,6.264993752559471,bull
2020-05-30,42.99581828662582,0.005402356118128044,6.258481016283706,bull
2020-05-31,47.83390214506606,0.0067771943660802445,6.250509600168589,bull
2020-06-01,52.417973912564065,-0.008344931950461312,6.243315994502514,bear
2020-06-02,28.76840076012135,0.0023148190673227915,6.235528091266494,sideways
2020-06-03,40.83757965270707,0.005359050912944776,6.227752625297346,bull
2020-06-04,58.991753910946564,-0.009143461087806561,6.220892461189684,bear
2020-06-05,80.0,0.026657925449610036,6.212158312890886,bull
2020-06-06,78.91136923815584,0.01293907890359882,6.206344285774692,bull
2020-06-07,80.0,-0.014781736677319964,6.196701009128432,bear
2020-06-08,53.19379586937066,0.007391956794043452,6.1882205003656,bull
2020-06-09,79.57630711940661,-0.01264183369460113,6.180649556529291,bear
2020-06-10,61.15760016368171,0.009777902317216555,6.173236753458627,bull
2020-06-11,80.0,0.01983451414855437,6.165085568708538,bull
2020-06-12,54.73916079029161,-0.007843331945564781,6.156926262782435,bear
2020-06-13,80.0,0.01338197554955187,6.149186092223411,bull
2020-06-14,62.12732200447375,0.009368109013957848,6.140757911914785,bull
2020-06-15,80.0,0.01470452420270892,6.133910021135582,bull
2020-06-16,80.0,0.031892799580350996,6.12646677901421,bull
2020-06-17,28.92994786377157,0.0031977381760271424,6.11901794724168,sideways
2020-06-18,63.12713357909751,-0.010166494830156914,6.109693535393148,bear
2020-06-19,80.0,-0.014876015410414231,6.101221769573334,bear
2020-06-20,80.0,-0.01471235735656442,6.092497290801504,bear
2020-06-21,31.736458775236656,-0.003598997112524447,6.083038537391808,sideways
2020-06-22,42.55485641855684,0.004897480199744768,6.07491891518223,sideways
2020-06-23,42.0776872233916,0.005629858029899239,6.065877361415129,bull
2020-06-24,80.0,0.014033720341520204,6.058007255511332,bull
2020-06-25,30.27581335246591,0.0035017724464726464,6.048392478782995,sideways
2020-06-26,80.0,0.02300336564665428,6.041550390743589,bull
2020-06-27,20.342306797934242,0.001130820630761515,6.032078922793128,sideways
2020-06-28,80.0,0.04152870162499658,6.023711624196495,bull
2020-06-29,80.0,0.01819075054147441,6.015907961326251,bull
2020-06-30,59.59963166208187,-0.008719213237949356,6.006735424507352,bear
2020-07-01,80.0,-0.01730723011850655,5.998982171481564,bear
2020-07-02,39.275199484518204,0.0042756402049464685,5.989145990995075,sideways
2020-07-03,24.26453140291418,-0.00199681373889847,5.981992387025035,sideways
2020-07-04,66.40112794584437,0.010810644663601685,5.973404639901302,bull
2020-07-05,62.976536184371,0.00976069330132351,5.9642127063127015,bull
2020-07-06,22.319085865223826,0.0013597049704116107,5.95532692360644,sideways
2020-07-07,72.72230603229754,-0.011929964776943752,5.947560707583963,bear
2020-07-08,80.0,-0.02460870132567672,5.9384151236398655,bear
2020-07-09,71.28489849380307,-0.01111946454614066,5.929121180785,bear
2020-07-10,70.51314032497885,0.011122089005623953,5.920374134453769,bull
2020-07-11,44.744713806212424,0.00593582396307785,5.910693264331678,bull
2020-07-12,80.0,-0.016998916888064246,5.904034021846097,bear
2020-07-13,16.049546020814063,-0.0003020694898451196,5.895014475220875,sideways
2020-07-14,44.24826770128103,0.0062193467979635274,5.8874220791839456,bull
2020-07-15,74.35035773937102,-0.011513992183424289,5.879239171872186,bear
2020-07-16,19.585889431937808,0.0005030781524980607,5.869896382696543,sideways
2020-07-17,18.676356311471864,0.0014737464071896108,5.861568771863793,sideways
2020-07-18,80.0,-0.016349805186021422,5.854070183407499,bear
2020-07-19,24.991188329919655,0.0025968493680199635,5.845640850035276,sideways
2020-07-20,60.85564097682374,0.009431137769127509,5.83863685214996,bull
2020-07-21,80.0,0.018631996201454656,5.831507646898389,bull
2020-07-22,80.0,0.020033430020814477,5.824324646529946,bull
2020-07-23,80.0,-0.01615835451519347,5.815814280728156,bear
2020-07-24,80.0,-0.016799046501765533,5.8067373210432764,bear
2020-07-25,39.74313319768184,0.0048657197077767896,5.798182577711662,sideways
2020-07-26,61.03835470026494,0.009179933205238489,5.790495977572752,bull
2020-07-27,63.865034571517576,0.010061701935638417,5.783219573709317,bull
2020-07-28,80.0,0.0603033127469485,5.773288780114086,bull
2020-07-29,80.0,0.021124020209787205,5.765586712333493,bull
2020-07-30,80.0,0.021758288644666425,5.758118394476114,bull
2020-07-31,80.0,0.01916168418133132,5.750284250502385,bull
2020-08-01,80.0,0.014103205605853233,5.7440909711728585,bull
2020-08-02,19.442825268317495,-0.0014083975484345378,5.737102462462071,sideways
2020-08-03,74.67375882431887,0.011602858797712104,5.731078825797111,bull
2020-08-04,60.48182540158896,-0.008771806458521155,5.723607670087402,bear
2020-08-05,36.73667538651658,-0.004806640392804364,5.717370735645146,sideways
2020-08-06,55.34646176749685,-0.007741781295997425,5.7119142992926,bear
2020-08-07,18.974642994801872,0.00017975583159535332,5.706219500547798,sideways
2020-08-08,80.0,0.0352558296664217,5.698207953488144,bull
2020-08-09,80.0,-0.02045781195559188,5.691124009041399,bear
2020-08-10,50.54702525618364,0.006702340464499326,5.684039737019696,bull
2020-08-11,80.0,-0.02235026997494491,5.677883042234408,bear
2020-08-12,71.34811245963147,-0.011049031981830484,5.672018573803162,bear
2020-08-13,80.0,0.014624452558144391,5.664725927626912,bull
2020-08-14,37.72684583216039,0.0043890907980608206,5.658438993509088,sideways
2020-08-15,80.0,-0.014788353509327426,5.6501651574719505,bear
2020-08-16,80.0,-0.013187226340765008,5.6454559108676525,bear
